#{
#	"Field Quantity": "B(x,y,z,f0)"
#	"Field Quantity Units": "T"
#	"Snapshot Quantity": "Frequency"
#	"Snapshot Value": 1.2774e+08
#	"Snapshot Units": "Hz"
#	"Column 1 Quantity": "x"
#	"Column 1 Units": "m"
#	"Column 2 Quantity": "y"
#	"Column 2 Units": "m"
#	"Column 3 Quantity": "z"
#	"Column 3 Units": "m"
#	"Column 4-5 Quantity": "Re/Im Bx"
#	"Column 4-5 Units": ""
#	"Column 6-7 Quantity": "Re/Im By"
#	"Column 6-7 Units": ""
#	"Column 8-9 Quantity": "Re/Im Bz"
#	"Column 8-9 Units": ""
#	"Number Rows": 10584
#}
-7.0789663315e-02	-7.1289686203e-02	-5.0697879278e-02	-6.7875754439e-07	3.8563305793e-07	6.5669144078e-07	4.5770144652e-07	1.3419118261e-07	-7.7543738541e-08	
-6.6929887772e-02	-7.1289686203e-02	-5.0697879278e-02	-7.0269516073e-07	3.7099616179e-07	6.5248485726e-07	3.7600807445e-07	1.2859196374e-07	-9.0641911754e-08	
-6.3237416891e-02	-7.1289686203e-02	-5.0697879278e-02	-7.2261991590e-07	3.6471575982e-07	6.4681472622e-07	3.0785164995e-07	1.2199694766e-07	-1.0139739004e-07	
-5.9978204983e-02	-7.1289686203e-02	-5.0697879278e-02	-7.3813549761e-07	3.6451447727e-07	6.3993189769e-07	2.5401658377e-07	1.1536624100e-07	-1.0964681252e-07	
-5.7206575980e-02	-7.1289686203e-02	-5.0697879278e-02	-7.5003134725e-07	3.6779454149e-07	6.3263843231e-07	2.1218417601e-07	1.0923458404e-07	-1.1582286419e-07	
-5.4753629684e-02	-7.1289686203e-02	-5.0697879278e-02	-7.5971206570e-07	3.7307452772e-07	6.2512640397e-07	1.7787270679e-07	1.0348776414e-07	-1.2067947353e-07	
-5.2397737503e-02	-7.1289686203e-02	-5.0697879278e-02	-7.6836897733e-07	3.8003076952e-07	6.1703349274e-07	1.4716825092e-07	9.7718654501e-08	-1.2481638123e-07	
-4.9944791207e-02	-7.1289686203e-02	-5.0697879278e-02	-7.7679163724e-07	3.8904943267e-07	6.0776898181e-07	1.1741456518e-07	9.1485624409e-08	-1.2858356513e-07	
-4.7177821381e-02	-7.1289686203e-02	-5.0697879278e-02	-7.8563601846e-07	4.0120397671e-07	5.9640927930e-07	8.6433772140e-08	8.4216246421e-08	-1.3218377148e-07	
-4.3933518839e-02	-7.1289686203e-02	-5.0697879278e-02	-7.9517087670e-07	4.1780444349e-07	5.8202817854e-07	5.3494407126e-08	7.5425582224e-08	-1.3553029987e-07	
