#{
#	"Field Quantity": "D(x,y,z,f0)"
#	"Field Quantity Units": "C/m^2"
#	"Snapshot Quantity": "Frequency"
#	"Snapshot Value": 1.2774e+08
#	"Snapshot Units": "Hz"
#	"Column 1 Quantity": "x"
#	"Column 1 Units": "m"
#	"Column 2 Quantity": "y"
#	"Column 2 Units": "m"
#	"Column 3 Quantity": "z"
#	"Column 3 Units": "m"
#	"Column 4-5 Quantity": "Re/Im Dx"
#	"Column 4-5 Units": ""
#	"Column 6-7 Quantity": "Re/Im Dy"
#	"Column 6-7 Units": ""
#	"Column 8-9 Quantity": "Re/Im Dz"
#	"Column 8-9 Units": ""
#	"Number Rows": 10584
#}
-7.0789663315e-02	-7.1289686203e-02	-5.0697879278e-02	-2.5271415516e-10	1.0700169223e-10	4.3304612674e-10	6.0658528200e-10	-1.0992808441e-08	-1.0593868005e-08	
-6.6929887772e-02	-7.1289686203e-02	-5.0697879278e-02	-3.8457920182e-10	2.0800430822e-11	4.0172501437e-10	4.5747522437e-10	-1.1509444953e-08	-9.7159071899e-09	
-6.3237416891e-02	-7.1289686203e-02	-5.0697879278e-02	-4.9049742046e-10	-2.6892857732e-11	3.7500944017e-10	3.6073199983e-10	-1.1897354213e-08	-8.8830356404e-09	
-5.9978204983e-02	-7.1289686203e-02	-5.0697879278e-02	-5.6927612624e-10	-4.4072398508e-11	3.5275027344e-10	2.9644967037e-10	-1.2163722474e-08	-8.1575421973e-09	
-5.7206575980e-02	-7.1289686203e-02	-5.0697879278e-02	-6.2633070952e-10	-4.3886536766e-11	3.3438174452e-10	2.5180343921e-10	-1.2339166133e-08	-7.5505806052e-09	
-5.4753629684e-02	-7.1289686203e-02	-5.0697879278e-02	-6.6967748014e-10	-3.4433820378e-11	3.1838304215e-10	2.1787682769e-10	-1.2458407639e-08	-7.0229293492e-09	
-5.2397737503e-02	-7.1289686203e-02	-5.0697879278e-02	-7.0519012851e-10	-1.8388339462e-11	3.0314517563e-10	1.8914950162e-10	-1.2543911687e-08	-6.5257519388e-09	
-4.9944791207e-02	-7.1289686203e-02	-5.0697879278e-02	-7.3598743766e-10	4.4672781099e-12	2.8733621038e-10	1.6255015389e-10	-1.2605256394e-08	-6.0191491791e-09	
-4.7177821381e-02	-7.1289686203e-02	-5.0697879278e-02	-7.6338491084e-10	3.6527739167e-11	2.6949573129e-10	1.3599164850e-10	-1.2643513791e-08	-5.4624345047e-09	
-4.3933518839e-02	-7.1289686203e-02	-5.0697879278e-02	-7.8567519157e-10	8.1078872782e-11	2.4848009761e-10	1.0879529916e-10	-1.2651526049e-08	-4.8307016165e-09	
-4.0116417040e-02	-7.1289686203e-02	-5.0697879278e-02	-7.9858897273e-10	1.4079420962e-10	2.2351578921e-10	8.1546727704e-11	-1.2616519385e-08	-4.1182359745e-09	
-3.5611956130e-02	-7.1289686203e-02	-5.0697879278e-02	-7.9548911902e-10	2.1810971085e-10	1.9368984194e-10	5.5257881604e-11	-1.2523557302e-08	-3.3223124252e-09	
-3.0244633663e-02	-7.1289686203e-02	-5.0697879278e-02	-7.6592399090e-10	3.1487285002e-10	1.5810010245e-10	3.1339021656e-11	-1.2355951817e-08	-2.4394255504e-09	
-2.4359921443e-02	-7.1289686203e-02	-5.0697879278e-02	-6.9954086968e-10	4.1981695897e-10	1.2124781734e-10	1.1921672850e-11	-1.2126474935e-08	-1.5496051109e-09	
-1.8786094729e-02	-7.1289686203e-02	-5.0697879278e-02	-6.0945060110e-10	5.1538040502e-10	9.0197002645e-11	-7.4218159830e-13	-1.1886027274e-08	-7.8174650087e-10	
-1.3984522765e-02	-7.1289686203e-02	-5.0697879278e-02	-5.1283693958e-10	5.8830312843e-10	6.8797016695e-11	-1.0420625300e-11	-1.1676652534e-08	-1.7779169803e-10	
-9.9748002827e-03	-7.1289686203e-02	-5.0697879278e-02	-4.2700501468e-10	6.5323574328e-10	5.4713608644e-11	-1.5880132279e-11	-1.1510090658e-08	2.8690791409e-10	
-6.6249523688e-03	-7.1289686203e-02	-5.0697879278e-02	-3.4840341723e-10	6.9464856089e-10	4.5306553648e-11	-1.9891761849e-11	-1.1382123688e-08	6.4938088240e-10	
-3.8249999285e-03	-7.1289686203e-02	-5.0697879278e-02	-2.8243768435e-10	7.3456796201e-10	3.9947479352e-11	-2.5713538937e-11	-1.1285893109e-08	9.3584096028e-10	
-1.2749999762e-03	-7.1289686203e-02	-5.0697879278e-02	-2.2122320642e-10	7.6947903604e-10	3.6292108208e-11	-2.9386548750e-11	-1.1209014161e-08	1.1836205349e-09	
1.2749999762e-03	-7.1289686203e-02	-5.0697879278e-02	-1.5962435540e-10	8.0301582051e-10	3.4064005089e-11	-3.2767316638e-11	-1.1143396428e-08	1.4205588927e-09	
3.8249999285e-03	-7.1289686203e-02	-5.0697879278e-02	-9.8317187724e-11	8.3537238238e-10	3.3209601735e-11	-3.6684360410e-11	-1.1090299346e-08	1.6476759956e-09	
6.6249517438e-03	-7.1289686203e-02	-5.0697879278e-02	-3.1939055567e-11	8.7011203798e-10	3.3521862369e-11	-4.2989230231e-11	-1.1048495452e-08	1.8864145801e-09	
