#{
#	"Field Quantity": "J(x,y,z,f0)"
#	"Field Quantity Units": "A/m^2"
#	"Snapshot Quantity": "Frequency"
#	"Snapshot Value": 1.2774e+08
#	"Snapshot Units": "Hz"
#	"Column 1 Quantity": "x"
#	"Column 1 Units": "m"
#	"Column 2 Quantity": "y"
#	"Column 2 Units": "m"
#	"Column 3 Quantity": "z"
#	"Column 3 Units": "m"
#	"Column 4-5 Quantity": "Re/Im Jx"
#	"Column 4-5 Units": ""
#	"Column 6-7 Quantity": "Re/Im Jy"
#	"Column 6-7 Units": ""
#	"Column 8-9 Quantity": "Re/Im Jz"
#	"Column 8-9 Units": ""
#	"Number Rows": 10584
#}
-7.0789663315e-02	-7.1289686203e-02	-5.1146734428e-02	-5.4970753193e-01	2.8457063437e-01	1.0018807650e+00	1.3980767727e+00	-2.5711063385e+01	-2.3755001068e+01	
-6.6929887772e-02	-7.1289686203e-02	-5.1146734428e-02	-8.2960402966e-01	9.5035731792e-02	9.3150967360e-01	1.0574074984e+00	-2.6845115662e+01	-2.1753009796e+01	
-6.3237416891e-02	-7.1289686203e-02	-5.1146734428e-02	-1.0517243147e+00	-9.2341899872e-03	8.7173926830e-01	8.3681178093e-01	-2.7690834045e+01	-1.9861452103e+01	
-5.9978204983e-02	-7.1289686203e-02	-5.1146734428e-02	-1.2147629261e+00	-4.5645594597e-02	8.2215738297e-01	6.9045400620e-01	-2.8266723633e+01	-1.8219247818e+01	
-5.7206575980e-02	-7.1289686203e-02	-5.1146734428e-02	-1.3312587738e+00	-4.3538451195e-02	7.8145718575e-01	5.8887177706e-01	-2.8642135620e+01	-1.6849071503e+01	
-5.4753629684e-02	-7.1289686203e-02	-5.1146734428e-02	-1.4185651541e+00	-2.0910799503e-02	7.4622929096e-01	5.1167160273e-01	-2.8893922806e+01	-1.5660593033e+01	
-5.2397737503e-02	-7.1289686203e-02	-5.1146734428e-02	-1.4890356064e+00	1.6413092613e-02	7.1292781830e-01	4.4624122977e-01	-2.9071075439e+01	-1.4542936325e+01	
-4.9944791207e-02	-7.1289686203e-02	-5.1146734428e-02	-1.5490688086e+00	6.9061040878e-02	6.7869639397e-01	3.8555112481e-01	-2.9193992615e+01	-1.3406229973e+01	
-4.7177821381e-02	-7.1289686203e-02	-5.1146734428e-02	-1.6011917591e+00	1.4259099960e-01	6.4051288366e-01	3.2475259900e-01	-2.9264030457e+01	-1.2159482956e+01	
-4.3933518839e-02	-7.1289686203e-02	-5.1146734428e-02	-1.6418967247e+00	2.4464124441e-01	5.9618121386e-01	2.6211896539e-01	-2.9264627457e+01	-1.0747655869e+01	
-4.0116417040e-02	-7.1289686203e-02	-5.1146734428e-02	-1.6629652977e+00	3.8168525696e-01	5.4439491034e-01	1.9869379699e-01	-2.9167314529e+01	-9.1589937210e+00	
-3.5611956130e-02	-7.1289686203e-02	-5.1146734428e-02	-1.6521875858e+00	5.6017625332e-01	4.8341459036e-01	1.3632059097e-01	-2.8938917160e+01	-7.3883404732e+00	
-3.0244633663e-02	-7.1289686203e-02	-5.1146734428e-02	-1.5903689861e+00	7.8635811806e-01	4.1097015142e-01	7.7691152692e-02	-2.8542238235e+01	-5.4282732010e+00	
-2.4359921443e-02	-7.1289686203e-02	-5.1146734428e-02	-1.4589507580e+00	1.0374078751e+00	3.3403638005e-01	2.8804693371e-02	-2.8007617950e+01	-3.4545257092e+00	
